Date,Close
2021-07-16,44.96508111747978
2021-07-19,42.2227637535848
2021-07-20,40.82799428169755
2021-07-21,42.37502319630337
2021-07-22,43.51255434951149
2021-07-23,42.911954214656696
2021-07-26,42.33324726904956
2021-07-27,42.57557947332856
2021-07-28,42.71715289033997
2021-07-29,43.05096765925121
2021-07-30,43.95877694334502
2021-08-02,43.60204286519057
2021-08-03,43.39962177344847
2021-08-04,44.28877697718587
2021-08-05,43.837683720648286
2021-08-06,44.63124972289237
2021-08-09,46.27319221015373
2021-08-10,46.326894075451996
2021-08-11,47.082455165026644
2021-08-12,48.05388669009157
2021-08-13,48.57725196633418
2021-08-16,47.956826875840264
2021-08-17,47.06720695481116
2021-08-18,46.43046801596074
2021-08-19,45.80426635418061
2021-08-20,45.1646710322289
2021-08-23,45.25513272228077
2021-08-24,45.423595315908265
2021-08-25,46.029616279061585
2021-08-26,46.83829821297319
2021-08-27,46.659380279819025
2021-08-30,47.236530978297814
2021-08-31,46.132730838180514
2021-09-01,43.682335664333095
2021-09-02,41.55778419089216
2021-09-03,42.463804838201554
2021-09-07,42.36978130925528
2021-09-08,42.4033653216174
2021-09-09,41.88470400574102
2021-09-10,42.174251755287784
2021-09-13,42.13458804862904
2021-09-14,43.33106257522757
2021-09-15,43.746136733408655
2021-09-16,44.28231027030644
2021-09-17,44.04802673610521
2021-09-20,44.18772815528775
2021-09-21,43.674372561604216
2021-09-22,43.66294991767689
2021-09-23,44.75988486521982
2021-09-24,45.50916358966794
2021-09-27,45.62523538152552
2021-09-28,45.258918339158875
2021-09-29,43.780449519495605
2021-09-30,44.59925953903953
2021-10-01,44.28028947456366
2021-10-04,44.766555256943036
2021-10-05,44.84502325468021
2021-10-06,45.61761041972603
2021-10-07,45.59536175888578
2021-10-08,45.43020198034106
2021-10-11,45.607549638680695
2021-10-12,45.032005413708696
2021-10-13,44.44297395334023
2021-10-14,43.91734631143622
2021-10-15,43.27221317969001
2021-10-18,45.873238200950006
2021-10-19,47.10265508600904
2021-10-20,47.851364100263915
2021-10-21,47.65037792176707
2021-10-22,47.702072624930615
2021-10-25,48.035812011712586
2021-10-26,48.117938976019566
2021-10-27,48.204099432314635
2021-10-28,47.764557612891956
2021-10-29,48.85817161790728
2021-11-01,48.8223328037007
2021-11-02,49.20229815986794
2021-11-03,48.851373103624915
2021-11-04,49.371104216405435
2021-11-05,48.43425107141843
2021-11-08,48.168516535662306
2021-11-09,48.59205364773738
2021-11-10,47.84054433702408
2021-11-11,48.14663254558007
2021-11-12,48.40393083933283
2021-11-15,48.712913902672724
2021-11-16,48.807834544725466
2021-11-17,48.163068386524
2021-11-18,47.61663620660192
2021-11-19,47.654330858171384
2021-11-22,46.78640289570065
2021-11-23,48.02296360886676
2021-11-24,49.13570896262152
2021-11-26,49.10489682005034
2021-11-29,46.504773122240564
2021-11-30,46.80066596859942
2021-12-01,45.78962927930055
2021-12-02,45.21381380020598
2021-12-03,46.700100503453285
2021-12-06,45.899752121674624
2021-12-07,46.60047030028037
2021-12-08,47.90719097148373
2021-12-09,47.25723758791087
2021-12-10,47.33214648317643
2021-12-13,47.82727431219265
2021-12-14,46.5159808938739
2021-12-15,46.67261379883989
2021-12-16,46.845590065987174
2021-12-17,48.0542010711819
2021-12-20,46.14732678226248
2021-12-21,44.85506335039531
2021-12-22,45.592824489052
2021-12-23,45.938186905187656
2021-12-27,46.2350359404556
2021-12-28,46.59180077327822
2021-12-29,46.293476823226236
2021-12-30,46.25123613065885
2021-12-31,45.9634107712198
2022-01-03,45.84882954631884
2022-01-04,48.246647848342974
2022-01-05,50.298774299859986
2022-01-06,50.00560570022273
2022-01-07,50.99203788094592
2022-01-10,52.096792819414866
2022-01-11,52.716558363697196
2022-01-12,53.41037899099064
2022-01-13,53.816452276691884
2022-01-14,53.535514085543724
2022-01-18,55.303468097707004
2022-01-19,54.35709239329771
2022-01-20,53.19082519003777
2022-01-21,52.595809331461616
2022-01-24,51.440744586580465
2022-01-25,51.052602862304205
2022-01-26,51.3066149317987
2022-01-27,51.81782006424835
2022-01-28,51.49272767573808
2022-01-31,51.74388150648069
2022-02-01,51.408295013539515
2022-02-02,52.905389281213964
2022-02-03,53.401328176967766
2022-02-04,52.965930482269144
2022-02-07,53.91656863393004
2022-02-08,54.94179902499761
2022-02-09,56.27556399237675
2022-02-10,56.65735262194908
2022-02-11,56.62176585850278
2022-02-14,55.9556332919781
2022-02-15,55.5056632096344
2022-02-16,55.99545305772928
2022-02-17,55.9114397834392
2022-02-18,54.16031128462595
2022-02-22,53.49128071762294
2022-02-23,53.16958801929383
2022-02-24,51.98964039365048
2022-02-25,50.76473459847051
2022-02-28,51.8787554666497
2022-03-01,51.401304288334146
2022-03-02,48.577159766724236
2022-03-03,49.924609924561715
2022-03-04,49.349766376013044
2022-03-07,47.09533412249525
2022-03-08,44.24592399222329
2022-03-09,44.6296697197169
2022-03-10,47.13296195960763
2022-03-11,47.24986290162128
2022-03-14,46.61216507554391
2022-03-15,47.7446557491093
2022-03-16,48.07338591120347
2022-03-17,49.2886479962443
2022-03-18,49.33541002367343
2022-03-21,49.31598514815582
2022-03-22,49.128657744040034
2022-03-23,51.11371442469615
2022-03-24,49.33386390195691
2022-03-25,49.231936927143
2022-03-28,50.33376792221936
2022-03-29,49.803182844588285
2022-03-30,49.53533479960319
2022-03-31,48.229188023806465
